plan,switches,total_price,full_price,nights_private_bathroom,nights_private_bath_and_kitchen,segment_detail,label,equivalent_alternatives,warning
Room 9 (Jun 17–Jun 18) → Room 7 (Jun 18–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 8 (Jul 5–Jul 10) → Room 6 (Jul 10–Jul 21) → Room 7 (Jul 21–Jul 28) → Room 9 (Jul 28–Aug 5) → Room 7 (Aug 5–Aug 12),8,3601.8,5405.0,23,18,"Room 9: 1 night × avg £85.00, 0% off = £85.00 | Room 7: 2 nights × avg £57.50, 20% off = £92.00 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 8: 5 nights × avg £142.00, 32% off = £482.80 | Room 6: 11 nights × avg £85.00, 35% off = £607.75 | Room 7: 7 nights × avg £71.43, 35% off = £325.00 | Room 9: 8 nights × avg £113.75, 35% off = £591.50 | Room 7: 7 nights × avg £77.14, 35% off = £351.00",,,UNALLOCATED bookings overlap this range (9)
Room 9 (Jun 17–Jun 18) → Room 7 (Jun 18–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 6 (Jul 5–Jul 8) → Room 11 (Jul 8–Jul 15) → Room 6 (Jul 15–Jul 22) → Room 7 (Jul 22–Aug 2) → Room 9 (Aug 2–Aug 12),8,3607.3,5395.0,20,20,"Room 9: 1 night × avg £85.00, 0% off = £85.00 | Room 7: 2 nights × avg £57.50, 20% off = £92.00 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 6: 3 nights × avg £123.33, 26% off = £273.80 | Room 11: 7 nights × avg £98.57, 35% off = £448.50 | Room 6: 7 nights × avg £79.29, 35% off = £360.75 | Room 7: 11 nights × avg £74.55, 35% off = £533.00 | Room 9: 10 nights × avg £115.00, 35% off = £747.50",,,UNALLOCATED bookings overlap this range (9)
Room 9 (Jun 17–Jun 18) → Room 7 (Jun 18–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 8 (Jul 5–Jul 12) → Room 6 (Jul 12–Jul 21) → Room 7 (Jul 21–Jul 28) → Room 9 (Jul 28–Aug 5) → Room 7 (Aug 5–Aug 12),8,3613.0,5455.0,25,18,"Room 9: 1 night × avg £85.00, 0% off = £85.00 | Room 7: 2 nights × avg £57.50, 20% off = £92.00 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 8: 7 nights × avg £138.57, 35% off = £630.50 | Room 6: 9 nights × avg £80.56, 35% off = £471.25 | Room 7: 7 nights × avg £71.43, 35% off = £325.00 | Room 9: 8 nights × avg £113.75, 35% off = £591.50 | Room 7: 7 nights × avg £77.14, 35% off = £351.00",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 18) → Room 7 (Jun 18–Jun 21) → Room 9 (Jun 21–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 6 (Jul 5–Jul 8) → Room 11 (Jul 8–Jul 19) → Room 9 (Jul 19–Jul 24) → Room 7 (Jul 24–Aug 5) → Room 9 (Aug 5–Aug 12),8,3621.75,5400.0,21,20,"Room 8: 1 night × avg £75.00, 0% off = £75.00 | Room 7: 3 nights × avg £60.00, 26% off = £133.20 | Room 9: 8 nights × avg £105.00, 35% off = £546.00 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 6: 3 nights × avg £123.33, 26% off = £273.80 | Room 11: 11 nights × avg £92.27, 35% off = £659.75 | Room 9: 5 nights × avg £105.00, 32% off = £357.00 | Room 7: 12 nights × avg £74.58, 35% off = £581.75 | Room 9: 7 nights × avg £117.86, 35% off = £536.25",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 6 (Jul 5–Jul 8) → Room 11 (Jul 8–Jul 16) → Room 3 (Jul 16–Jul 21) → Room 7 (Jul 21–Jul 26) → Room 9 (Jul 26–Aug 4) → Room 7 (Aug 4–Aug 12),8,3624.8,5425.0,26,18,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 6: 3 nights × avg £123.33, 26% off = £273.80 | Room 11: 8 nights × avg £96.25, 35% off = £500.50 | Room 3: 5 nights × avg £93.00, 32% off = £316.20 | Room 7: 5 nights × avg £72.00, 32% off = £244.80 | Room 9: 9 nights × avg £112.22, 35% off = £656.50 | Room 7: 8 nights × avg £76.88, 35% off = £399.75",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 6 (Jul 5–Jul 8) → Room 11 (Jul 8–Jul 15) → Room 3 (Jul 15–Jul 22) → Room 7 (Jul 22–Jul 27) → Room 9 (Jul 27–Aug 5) → Room 7 (Aug 5–Aug 12),8,3630.35,5455.0,28,18,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 6: 3 nights × avg £123.33, 26% off = £273.80 | Room 11: 7 nights × avg £98.57, 35% off = £448.50 | Room 3: 7 nights × avg £92.14, 35% off = £419.25 | Room 7: 5 nights × avg £72.00, 32% off = £244.80 | Room 9: 9 nights × avg £112.78, 35% off = £659.75 | Room 7: 7 nights × avg £77.14, 35% off = £351.00",,,UNALLOCATED bookings overlap this range (9)
Room 9 (Jun 17–Jun 18) → Room 7 (Jun 18–Jun 21) → Room 9 (Jun 21–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 6 (Jul 5–Jul 8) → Room 11 (Jul 8–Jul 19) → Room 9 (Jul 19–Jul 24) → Room 7 (Jul 24–Aug 5) → Room 9 (Aug 5–Aug 12),8,3631.75,5410.0,21,21,"Room 9: 1 night × avg £85.00, 0% off = £85.00 | Room 7: 3 nights × avg £60.00, 26% off = £133.20 | Room 9: 8 nights × avg £105.00, 35% off = £546.00 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 6: 3 nights × avg £123.33, 26% off = £273.80 | Room 11: 11 nights × avg £92.27, 35% off = £659.75 | Room 9: 5 nights × avg £105.00, 32% off = £357.00 | Room 7: 12 nights × avg £74.58, 35% off = £581.75 | Room 9: 7 nights × avg £117.86, 35% off = £536.25",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 6 (Jul 5–Jul 8) → Room 11 (Jul 8–Jul 19) → Room 9 (Jul 19–Jul 24) → Room 7 (Jul 24–Jul 29) → Room 9 (Jul 29–Aug 5) → Room 7 (Aug 5–Aug 12),8,3639.75,5445.0,24,21,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 6: 3 nights × avg £123.33, 26% off = £273.80 | Room 11: 11 nights × avg £92.27, 35% off = £659.75 | Room 9: 5 nights × avg £105.00, 32% off = £357.00 | Room 7: 5 nights × avg £73.00, 32% off = £248.20 | Room 9: 7 nights × avg £113.57, 35% off = £516.75 | Room 7: 7 nights × avg £77.14, 35% off = £351.00",,,UNALLOCATED bookings overlap this range (9)
Room 9 (Jun 17–Jun 18) → Room 7 (Jun 18–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 6 (Jul 5–Jul 8) → Room 11 (Jul 8–Jul 19) → Room 3 (Jul 19–Jul 26) → Room 9 (Jul 26–Aug 4) → Room 7 (Aug 4–Aug 12),8,3643.05,5450.0,26,19,"Room 9: 1 night × avg £85.00, 0% off = £85.00 | Room 7: 2 nights × avg £57.50, 20% off = £92.00 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 6: 3 nights × avg £123.33, 26% off = £273.80 | Room 11: 11 nights × avg £92.27, 35% off = £659.75 | Room 3: 7 nights × avg £90.00, 35% off = £409.50 | Room 9: 9 nights × avg £112.22, 35% off = £656.50 | Room 7: 8 nights × avg £76.88, 35% off = £399.75",,Room 9 (Jun 17–Jun 18) → Room 7 (Jun 18–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 6 (Jul 5–Jul 8) → Room 11 (Jul 8–Jul 15) → Room 3 (Jul 15–Jul 22) → Room 7 (Jul 22–Aug 3) → Room 9 (Aug 3–Aug 12),UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 19) → Room 7 (Jun 19–Jun 21) → Room 9 (Jun 21–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 8 (Jul 5–Jul 12) → Room 3 (Jul 12–Jul 21) → Room 7 (Jul 21–Jul 28) → Room 9 (Jul 28–Aug 4) → Room 7 (Aug 4–Aug 12),8,3645.5,5515.0,33,15,"Room 8: 2 nights × avg £72.50, 20% off = £116.00 | Room 7: 2 nights × avg £62.50, 20% off = £100.00 | Room 9: 8 nights × avg £105.00, 35% off = £546.00 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 8: 7 nights × avg £138.57, 35% off = £630.50 | Room 3: 9 nights × avg £94.44, 35% off = £552.50 | Room 7: 7 nights × avg £71.43, 35% off = £325.00 | Room 9: 7 nights × avg £113.57, 35% off = £516.75 | Room 7: 8 nights × avg £76.88, 35% off = £399.75",,Room 8 (Jun 17–Jun 19) → Room 7 (Jun 19–Jun 21) → Room 9 (Jun 21–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 8 (Jul 5–Jul 12) → Room 3 (Jul 12–Jul 21) → Room 7 (Jul 21–Jul 29) → Room 9 (Jul 29–Aug 5) → Room 7 (Aug 5–Aug 12),UNALLOCATED bookings overlap this range (9)
Room 9 (Jun 17–Jun 18) → Room 7 (Jun 18–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 6 (Jul 5–Jul 8) → Room 11 (Jul 8–Jul 19) → Room 9 (Jul 19–Jul 24) → Room 7 (Jul 24–Aug 5) → Room 9 (Aug 5–Aug 12),8,3652.3,5440.0,22,22,"Room 9: 1 night × avg £85.00, 0% off = £85.00 | Room 7: 2 nights × avg £57.50, 20% off = £92.00 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 6: 3 nights × avg £123.33, 26% off = £273.80 | Room 11: 11 nights × avg £92.27, 35% off = £659.75 | Room 9: 5 nights × avg £105.00, 32% off = £357.00 | Room 7: 12 nights × avg £74.58, 35% off = £581.75 | Room 9: 7 nights × avg £117.86, 35% off = £536.25",,,UNALLOCATED bookings overlap this range (9)
Room 9 (Jun 17–Jun 18) → Room 7 (Jun 18–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 6 (Jul 5–Jul 8) → Room 11 (Jul 8–Jul 15) → Room 3 (Jul 15–Jul 22) → Room 7 (Jul 22–Aug 2) → Room 9 (Aug 2–Aug 12),8,3665.8,5485.0,27,20,"Room 9: 1 night × avg £85.00, 0% off = £85.00 | Room 7: 2 nights × avg £57.50, 20% off = £92.00 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 6: 3 nights × avg £123.33, 26% off = £273.80 | Room 11: 7 nights × avg £98.57, 35% off = £448.50 | Room 3: 7 nights × avg £92.14, 35% off = £419.25 | Room 7: 11 nights × avg £74.55, 35% off = £533.00 | Room 9: 10 nights × avg £115.00, 35% off = £747.50",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 6 (Jul 5–Jul 8) → Room 11 (Jul 8–Jul 18) → Room 9 (Jul 18–Jul 23) → Room 7 (Jul 23–Jul 28) → Room 9 (Jul 28–Aug 5) → Room 7 (Aug 5–Aug 12),8,3666.05,5485.0,25,22,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 6: 3 nights × avg £123.33, 26% off = £273.80 | Room 11: 10 nights × avg £93.00, 35% off = £604.50 | Room 9: 5 nights × avg £108.00, 32% off = £367.20 | Room 7: 5 nights × avg £72.00, 32% off = £244.80 | Room 9: 8 nights × avg £113.75, 35% off = £591.50 | Room 7: 7 nights × avg £77.14, 35% off = £351.00",,,UNALLOCATED bookings overlap this range (9)
Room 9 (Jun 17–Jun 18) → Room 7 (Jun 18–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 8 (Jul 5–Jul 12) → Room 3 (Jul 12–Jul 21) → Room 7 (Jul 21–Jul 28) → Room 9 (Jul 28–Aug 4) → Room 7 (Aug 4–Aug 12),8,3668.25,5540.0,33,17,"Room 9: 1 night × avg £85.00, 0% off = £85.00 | Room 7: 2 nights × avg £57.50, 20% off = £92.00 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 8: 7 nights × avg £138.57, 35% off = £630.50 | Room 3: 9 nights × avg £94.44, 35% off = £552.50 | Room 7: 7 nights × avg £71.43, 35% off = £325.00 | Room 9: 7 nights × avg £113.57, 35% off = £516.75 | Room 7: 8 nights × avg £76.88, 35% off = £399.75",,Room 9 (Jun 17–Jun 18) → Room 7 (Jun 18–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 8 (Jul 5–Jul 12) → Room 3 (Jul 12–Jul 21) → Room 7 (Jul 21–Jul 29) → Room 9 (Jul 29–Aug 5) → Room 7 (Aug 5–Aug 12),UNALLOCATED bookings overlap this range (9)
Room 9 (Jun 17–Jun 18) → Room 7 (Jun 18–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 6 (Jul 5–Jul 8) → Room 11 (Jul 8–Jul 19) → Room 9 (Jul 19–Jul 24) → Room 7 (Jul 24–Aug 4) → Room 9 (Aug 4–Aug 12),8,3678.3,5480.0,23,23,"Room 9: 1 night × avg £85.00, 0% off = £85.00 | Room 7: 2 nights × avg £57.50, 20% off = £92.00 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 6: 3 nights × avg £123.33, 26% off = £273.80 | Room 11: 11 nights × avg £92.27, 35% off = £659.75 | Room 9: 5 nights × avg £105.00, 32% off = £357.00 | Room 7: 11 nights × avg £74.55, 35% off = £533.00 | Room 9: 8 nights × avg £117.50, 35% off = £611.00",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 8 (Jul 5–Jul 8) → Room 11 (Jul 8–Jul 19) → Room 9 (Jul 19–Jul 24) → Room 7 (Jul 24–Jul 29) → Room 9 (Jul 29–Aug 5) → Room 7 (Aug 5–Aug 12),8,3687.85,5510.0,27,21,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 8: 3 nights × avg £145.00, 26% off = £321.90 | Room 11: 11 nights × avg £92.27, 35% off = £659.75 | Room 9: 5 nights × avg £105.00, 32% off = £357.00 | Room 7: 5 nights × avg £73.00, 32% off = £248.20 | Room 9: 7 nights × avg £113.57, 35% off = £516.75 | Room 7: 7 nights × avg £77.14, 35% off = £351.00",,,UNALLOCATED bookings overlap this range (9)
Room 9 (Jun 17–Jun 18) → Room 7 (Jun 18–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 6 (Jul 5–Jul 8) → Room 11 (Jul 8–Jul 15) → Room 3 (Jul 15–Jul 22) → Room 7 (Jul 22–Aug 1) → Room 9 (Aug 1–Aug 12),8,3691.8,5525.0,28,21,"Room 9: 1 night × avg £85.00, 0% off = £85.00 | Room 7: 2 nights × avg £57.50, 20% off = £92.00 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 6: 3 nights × avg £123.33, 26% off = £273.80 | Room 11: 7 nights × avg £98.57, 35% off = £448.50 | Room 3: 7 nights × avg £92.14, 35% off = £419.25 | Room 7: 10 nights × avg £73.50, 35% off = £477.75 | Room 9: 11 nights × avg £115.91, 35% off = £828.75",,,UNALLOCATED bookings overlap this range (9)
Room 9 (Jun 17–Jun 18) → Room 7 (Jun 18–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 8 (Jul 5–Jul 12) → Room 3 (Jul 12–Jul 21) → Room 7 (Jul 21–Jul 28) → Room 9 (Jul 28–Aug 5) → Room 7 (Aug 5–Aug 12),8,3694.25,5580.0,34,18,"Room 9: 1 night × avg £85.00, 0% off = £85.00 | Room 7: 2 nights × avg £57.50, 20% off = £92.00 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 8: 7 nights × avg £138.57, 35% off = £630.50 | Room 3: 9 nights × avg £94.44, 35% off = £552.50 | Room 7: 7 nights × avg £71.43, 35% off = £325.00 | Room 9: 8 nights × avg £113.75, 35% off = £591.50 | Room 7: 7 nights × avg £77.14, 35% off = £351.00",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 8 (Jul 5–Jul 10) → Room 6 (Jul 10–Jul 19) → Room 9 (Jul 19–Jul 24) → Room 7 (Jul 24–Jul 29) → Room 9 (Jul 29–Aug 5) → Room 7 (Aug 5–Aug 12),8,3699.25,5555.0,29,21,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 8: 5 nights × avg £142.00, 32% off = £482.80 | Room 6: 9 nights × avg £87.22, 35% off = £510.25 | Room 9: 5 nights × avg £105.00, 32% off = £357.00 | Room 7: 5 nights × avg £73.00, 32% off = £248.20 | Room 9: 7 nights × avg £113.57, 35% off = £516.75 | Room 7: 7 nights × avg £77.14, 35% off = £351.00",,Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 8 (Jul 5–Jul 10) → Room 11 (Jul 10–Jul 19) → Room 9 (Jul 19–Jul 24) → Room 7 (Jul 24–Jul 29) → Room 9 (Jul 29–Aug 5) → Room 7 (Aug 5–Aug 12),UNALLOCATED bookings overlap this range (9)
Room 9 (Jun 17–Jun 18) → Room 7 (Jun 18–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 6 (Jul 5–Jul 8) → Room 11 (Jul 8–Jul 19) → Room 9 (Jul 19–Jul 24) → Room 7 (Jul 24–Aug 3) → Room 9 (Aug 3–Aug 12),8,3701.05,5515.0,24,24,"Room 9: 1 night × avg £85.00, 0% off = £85.00 | Room 7: 2 nights × avg £57.50, 20% off = £92.00 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 6: 3 nights × avg £123.33, 26% off = £273.80 | Room 11: 11 nights × avg £92.27, 35% off = £659.75 | Room 9: 5 nights × avg £105.00, 32% off = £357.00 | Room 7: 10 nights × avg £75.00, 35% off = £487.50 | Room 9: 9 nights × avg £116.11, 35% off = £679.25",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 8 (Jul 5–Jul 8) → Room 11 (Jul 8–Jul 18) → Room 9 (Jul 18–Jul 23) → Room 7 (Jul 23–Jul 28) → Room 9 (Jul 28–Aug 5) → Room 7 (Aug 5–Aug 12),8,3714.15,5550.0,28,22,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 8: 3 nights × avg £145.00, 26% off = £321.90 | Room 11: 10 nights × avg £93.00, 35% off = £604.50 | Room 9: 5 nights × avg £108.00, 32% off = £367.20 | Room 7: 5 nights × avg £72.00, 32% off = £244.80 | Room 9: 8 nights × avg £113.75, 35% off = £591.50 | Room 7: 7 nights × avg £77.14, 35% off = £351.00",,,UNALLOCATED bookings overlap this range (9)
Room 9 (Jun 17–Jun 18) → Room 3 (Jun 18–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 8 (Jul 5–Jul 12) → Room 3 (Jul 12–Jul 21) → Room 7 (Jul 21–Jul 28) → Room 9 (Jul 28–Aug 5) → Room 7 (Aug 5–Aug 12),8,3714.25,5605.0,36,18,"Room 9: 1 night × avg £85.00, 0% off = £85.00 | Room 3: 2 nights × avg £70.00, 20% off = £112.00 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 8: 7 nights × avg £138.57, 35% off = £630.50 | Room 3: 9 nights × avg £94.44, 35% off = £552.50 | Room 7: 7 nights × avg £71.43, 35% off = £325.00 | Room 9: 8 nights × avg £113.75, 35% off = £591.50 | Room 7: 7 nights × avg £77.14, 35% off = £351.00",,,UNALLOCATED bookings overlap this range (9)
Room 9 (Jun 17–Jun 18) → Room 7 (Jun 18–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 6 (Jul 5–Jul 8) → Room 11 (Jul 8–Jul 15) → Room 3 (Jul 15–Jul 22) → Room 7 (Jul 22–Jul 31) → Room 9 (Jul 31–Aug 12),8,3717.8,5565.0,29,22,"Room 9: 1 night × avg £85.00, 0% off = £85.00 | Room 7: 2 nights × avg £57.50, 20% off = £92.00 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 6: 3 nights × avg £123.33, 26% off = £273.80 | Room 11: 7 nights × avg £98.57, 35% off = £448.50 | Room 3: 7 nights × avg £92.14, 35% off = £419.25 | Room 7: 9 nights × avg £72.78, 35% off = £425.75 | Room 9: 12 nights × avg £116.25, 35% off = £906.75",,,UNALLOCATED bookings overlap this range (9)
Room 9 (Jun 17–Jun 18) → Room 7 (Jun 18–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 6 (Jul 5–Jul 8) → Room 11 (Jul 8–Jul 19) → Room 9 (Jul 19–Jul 24) → Room 7 (Jul 24–Aug 2) → Room 9 (Aug 2–Aug 12),8,3723.8,5550.0,25,25,"Room 9: 1 night × avg £85.00, 0% off = £85.00 | Room 7: 2 nights × avg £57.50, 20% off = £92.00 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 6: 3 nights × avg £123.33, 26% off = £273.80 | Room 11: 11 nights × avg £92.27, 35% off = £659.75 | Room 9: 5 nights × avg £105.00, 32% off = £357.00 | Room 7: 9 nights × avg £75.56, 35% off = £442.00 | Room 9: 10 nights × avg £115.00, 35% off = £747.50",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 18) → Room 3 (Jun 18–Jun 25) → Room 2 (Jun 25–Jun 28) → Room 8 (Jun 28–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 8 (Jul 5–Jul 12) → Room 3 (Jul 12–Jul 25) → Room 7 (Jul 25–Jul 28) → Room 2 (Jul 28–Aug 12),8,3725.45,5520.0,47,0,"Room 8: 1 night × avg £75.00, 0% off = £75.00 | Room 3: 7 nights × avg £72.14, 35% off = £328.25 | Room 2: 3 nights × avg £96.67, 26% off = £214.60 | Room 8: 1 night × avg £130.00, 0% off = £130.00 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 8: 7 nights × avg £138.57, 35% off = £630.50 | Room 3: 13 nights × avg £93.08, 35% off = £786.50 | Room 7: 3 nights × avg £71.67, 26% off = £159.10 | Room 2: 15 nights × avg £96.67, 35% off = £942.50",,Room 8 (Jun 17–Jun 18) → Room 3 (Jun 18–Jun 25) → Room 2 (Jun 25–Jun 28) → Room 8 (Jun 28–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 8 (Jul 5–Jul 12) → Room 3 (Jul 12–Jul 26) → Room 7 (Jul 26–Jul 29) → Room 2 (Jul 29–Aug 12); Room 8 (Jun 17–Jun 18) → Room 3 (Jun 18–Jun 25) → Room 2 (Jun 25–Jun 28) → Room 8 (Jun 28–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 8 (Jul 5–Jul 12) → Room 3 (Jul 12–Aug 2) → Room 7 (Aug 2–Aug 5) → Room 2 (Aug 5–Aug 12); Room 8 (Jun 17–Jun 18) → Room 3 (Jun 18–Jun 25) → Room 2 (Jun 25–Jun 28) → Room 8 (Jun 28–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 8 (Jul 5–Jul 12) → Room 3 (Jul 12–Jul 25) → Room 7 (Jul 25–Jul 28) → Room 3 (Jul 28–Aug 12); Room 8 (Jun 17–Jun 18) → Room 3 (Jun 18–Jun 25) → Room 2 (Jun 25–Jun 28) → Room 8 (Jun 28–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 8 (Jul 5–Jul 12) → Room 3 (Jul 12–Jul 26) → Room 7 (Jul 26–Jul 29) → Room 3 (Jul 29–Aug 12); Room 8 (Jun 17–Jun 18) → Room 3 (Jun 18–Jun 25) → Room 2 (Jun 25–Jun 28) → Room 8 (Jun 28–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 8 (Jul 5–Jul 12) → Room 3 (Jul 12–Aug 2) → Room 7 (Aug 2–Aug 5) → Room 3 (Aug 5–Aug 12),UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 6 (Jul 5–Jul 8) → Room 11 (Jul 8–Jul 19) → Room 9 (Jul 19–Jul 24) → Room 3 (Jul 24–Jul 26) → Room 9 (Jul 26–Aug 4) → Room 7 (Aug 4–Aug 12),8,3732.05,5560.0,28,23,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 6: 3 nights × avg £123.33, 26% off = £273.80 | Room 11: 11 nights × avg £92.27, 35% off = £659.75 | Room 9: 5 nights × avg £105.00, 32% off = £357.00 | Room 3: 2 nights × avg £95.00, 20% off = £152.00 | Room 9: 9 nights × avg £112.22, 35% off = £656.50 | Room 7: 8 nights × avg £76.88, 35% off = £399.75",,,UNALLOCATED bookings overlap this range (9)
